owner_id,owner_login,owner_name,owner_url,homepage_url,owner_description,owner_logo,quarter_start,quarter_end,github_stars_start,github_stars_end,github_stars_growth_rate,github_stars_growth_percentile,github_stars_final_weight,github_contributors_start,github_contributors_end,github_contributors_growth_rate,github_contributors_growth_percentile,github_contributors_final_weight,npm_downloads_start,npm_downloads_end,npm_downloads_growth_rate,npm_downloads_growth_percentile,npm_downloads_final_weight,pypi_downloads_start,pypi_downloads_end,pypi_downloads_growth_rate,pypi_downloads_growth_percentile,pypi_downloads_final_weight,cargo_downloads_start,cargo_downloads_end,cargo_downloads_growth_rate,cargo_downloads_growth_percentile,cargo_downloads_final_weight
MDEyOk9yZ2FuaXphdGlvbjczODgxMzI5,ably-labs,Ably Labs,https://github.com/ably-labs,https://ably.com,"A playground for open-sourced realtime messaging projects powered by Ably Realtime. Developer community contributions, experimental SDKs and plugins.",https://avatars.githubusercontent.com/u/73881329?v=4,2026-01-01,2026-04-01,0.0,74.0,-0.26,,,0.0,7.0,0.4,69.77355580482333,0.1772716005551391,204673.0,2673421.0,12.061913393559482,98.59571322985956,0.8227283994448609,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjgzODQ3MA==,Famous,Famo.us,https://github.com/Famous,http://www.famo.us,,https://avatars.githubusercontent.com/u/838470?v=4,2026-01-01,2026-04-01,0.0,10310.0,102.1,99.83842641376889,0.942376511678794,,,,,,184531.0,188211.0,0.0199424486942573,11.751662971175168,0.0576234883212061,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjE5NTAzNTYx,qtumproject,Qtum,https://github.com/qtumproject,qtum.org,,https://avatars.githubusercontent.com/u/19503561?v=4,2026-01-01,2026-04-01,0.0,1213.0,11.13,93.58798735511064,0.4545114532841459,0.0,246.0,48.2,99.85277621985418,0.5271373490738076,42660.0,43391.0,0.0171354899203,9.608277900960829,0.0183511976420463,,,,,,,,,,
O_kgDODFMfNw,waysidemapping,Wayside Mapping,https://github.com/waysidemapping,https://waysidemapping.org,,https://avatars.githubusercontent.com/u/206774071?v=4,2026-01-01,2026-04-01,0.0,154.0,0.54,51.96171408500175,0.3050644850556208,0.0,4.0,-0.2,,,0.0,15090.0,14.09,98.86671593988667,0.6949355149443792,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjE2OTQzMzI=,CodeSeven,CodeSeven,https://github.com/CodeSeven,,,https://avatars.githubusercontent.com/u/1694332?v=4,2026-01-01,2026-04-01,0.0,12330.0,122.3,99.8840885142255,0.778941215529651,,,,,,61152142.0,63803241.0,0.0433525124925305,30.056664203005667,0.2210587844703489,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjkwMzIzMw==,RestKit,The RestKit Project,https://github.com/RestKit,http://restkit.org/,,https://avatars.githubusercontent.com/u/903233?v=4,2026-01-01,2026-04-01,0.0,10171.0,100.71,99.8278890059712,0.944498228777011,,,,,,,,,,,955918.0,961547.0,0.0058885804012478,7.200720072007201,0.055501771222989,,,,,
MDEyOk9yZ2FuaXphdGlvbjg0MzM2MTIx,eth-protocol-fellows,Ethereum Protocol Fellowship,https://github.com/eth-protocol-fellows,https://epf.wiki,,https://avatars.githubusercontent.com/u/84336121?v=4,2026-01-01,2026-04-01,0.0,717.0,6.17,88.64418686336495,0.4128651473662769,0.0,225.0,44.0,99.81772293886708,0.5871348526337231,,,,,,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjMwODQwOTA1,redux-utilities,Redux Utilities,https://github.com/redux-utilities,,Useful utilities to build Redux based applications,https://avatars.githubusercontent.com/u/30840905?v=4,2026-01-01,2026-04-01,0.0,14679.0,145.79,99.91921320688444,0.6493563996761864,0.0,3.0,-0.4,,,4841602499.0,5367155837.0,0.1085494602476245,54.27445183542744,0.3506436003238136,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjE2ODQ4MjYx,tflearn,TFLearn,https://github.com/tflearn,http://tflearn.org,,https://avatars.githubusercontent.com/u/16848261?v=4,2026-01-01,2026-04-01,0.0,9631.0,95.31,99.80681419037585,0.9919336653106116,,,,,,,,,,,2164772.0,2169774.0,0.0023106359468803,0.93009300930093,0.0080663346893883,,,,,
O_kgDOB3H6fQ,WeAreDotnet,WeAreDotnet,https://github.com/WeAreDotnet,https://www.wearedotnet.io,Celebrating .NET content creators since 2002!,https://avatars.githubusercontent.com/u/124910205?v=4,2026-01-01,2026-04-01,0.0,173.0,0.73,56.84404636459431,0.1298552932992115,0.0,156.0,30.2,99.71256309590578,0.8701447067007885,,,,,,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjUwODY5MDAx,rust-gamedev,Rust game development working group,https://github.com/rust-gamedev,,Working on making rust the default language choice for game development.,https://avatars.githubusercontent.com/u/50869001?v=4,2026-01-01,2026-04-01,0.0,1811.0,17.11,96.16087109237796,0.4801936187873157,0.0,234.0,45.8,99.83174425126192,0.5198063812126843,,,,,,,,,,,,,,,
O_kgDODMPTDA,pascalorg,Pascal,https://github.com/pascalorg,https://editor.pascal.app,Intelligence upgrade for every building,https://avatars.githubusercontent.com/u/214160140?v=4,2026-01-01,2026-04-01,29.0,9449.0,93.49,99.79978925184405,1.0,,12.0,,,,,,,,,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjI1NDU3NDky,Studio3T,Studio 3T,https://github.com/Studio3T,https://studio3t.com/,"Studio 3T is our advanced MongoDB GUI, ideal for professionals. Studio 3T Free is our replacement for Robo 3T, perfect for enthusiasts. For Windows, Mac & Linux",https://avatars.githubusercontent.com/u/25457492?v=4,2026-01-01,2026-04-01,0.0,9400.0,93.0,99.79627678257816,1.0,0.0,1.0,-0.8,,,,,,,,,,,,,,,,,
O_kgDOCcOI0A,THU-MAIC,MAIC,https://github.com/THU-MAIC,,,https://avatars.githubusercontent.com/u/163809488?v=4,2026-01-01,2026-04-01,0.0,14148.0,140.48,99.90516332982088,0.6411843088791687,0.0,16.0,2.2,88.97223780145822,0.3588156911208314,,,,,,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjE0NTU5ODM=,cnodejs,CNode,https://github.com/cnodejs,http://cnodejs.org,,https://avatars.githubusercontent.com/u/1455983?v=4,2026-01-01,2026-04-01,0.0,9343.0,92.43,99.79276431331226,1.0,0.0,1.0,-0.8,,,,,,,,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjI5MTM0MjIx,nearai,NEAR AI,https://github.com/nearai,near.ai,,https://avatars.githubusercontent.com/u/29134221?v=4,2026-01-01,2026-04-01,0.0,12044.0,119.44,99.87706357569373,0.4696046821065462,0.0,110.0,21.0,99.58286595625351,0.4585728057256933,7915.0,8547.0,0.0798483891345546,46.19364375461936,0.0390728331389332,45286.0,45845.0,0.0123437707017621,19.741974197419744,0.0308249051746706,230.0,1099.0,0.099,87.1875,0.0019247738541566
MDEyOk9yZ2FuaXphdGlvbjg2MjkxMzM4,Cardano-NFTs,CNFT.IO - Cardano's NFT Marketplace! ,https://github.com/Cardano-NFTs,https://cnft.io,CNFT.IO Public GitHub,https://avatars.githubusercontent.com/u/86291338?v=4,2026-01-01,2026-04-01,0.0,22.0,-0.78,,,0.0,131.0,25.2,99.64245653393158,1.0,,,,,,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjM5NDk5NTM0,GTFOBins,GTFOBins,https://github.com/GTFOBins,https://gtfobins.org,GTFOBins is a curated list of Unix-like executables that can be used to bypass local security restrictions in misconfigured systems.,https://avatars.githubusercontent.com/u/39499534?v=4,2026-01-01,2026-04-01,0.0,12877.0,127.77,99.89462592202318,0.684507801731281,0.0,13.0,1.6,85.24607403252944,0.3154921982687189,,,,,,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjQyODM0MzQ3,Kitura,Kitura,https://github.com/Kitura,https://www.kitura.dev,Kitura - Server Side framework written in Swift,https://avatars.githubusercontent.com/u/42834347?v=4,2026-01-01,2026-04-01,0.0,11658.0,115.58,99.87003863716193,0.7503819360334145,0.0,10.0,1.0,79.79528883903534,0.2496180639665855,,,,,,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjcxOTY4OTk1,ssitvit,IEEE SSIT VIT,https://github.com/ssitvit,https://ieeessitvit.tech/,"IEEE SSIT-VIT is a technical organisation with a goal to provide a house for developers, designers and managers everywhere to build awesome projects.",https://avatars.githubusercontent.com/u/71968995?v=4,2026-01-01,2026-04-01,0.0,105.0,0.05,21.7913593256059,0.0032244235892551,0.0,127.0,24.4,99.63544587773416,0.9967755764107448,,,,,,,,,,,,,,,
O_kgDOD5Gvow,backendsystems,Norwegian Backend Systems,https://github.com/backendsystems,backendsystems.no,,https://avatars.githubusercontent.com/u/261205923?v=4,2026-01-01,2026-04-01,0.0,144.0,0.44,48.87074113101511,0.3229239390972653,0.0,1.0,-0.8,,,0.0,2446.0,1.446,92.8061098792806,0.2110619177275031,0.0,10436.0,9.436,99.21992199219922,0.4660141431752315,,,,,
O_kgDOCsPPgA,jstherightway,JS The Right Way,https://github.com/jstherightway,https://jstherightway.org/,,https://avatars.githubusercontent.com/u/180604800?v=4,2026-01-01,2026-04-01,0.0,8740.0,86.4,99.7752019669828,1.0,,,,,,,,,,,,,,,,,,,,
MDEyOk9yZ2FuaXphdGlvbjQxMjY1NzUw,rebassjs,Rebass,https://github.com/rebassjs,https://rebassjs.org,React UI components,https://avatars.githubusercontent.com/u/41265750?v=4,2026-01-01,2026-04-01,0.0,9978.0,98.78,99.8208640674394,0.8741601395758792,,,,,,24610236.0,25208433.0,0.0243068372038366,15.74279379157428,0.1258398604241208,,,,,,,,,,
O_kgDODBP-bA,agent-infra,Agent Infra,https://github.com/agent-infra,,,https://avatars.githubusercontent.com/u/202636908?v=4,2026-01-01,2026-04-01,0.0,1874.0,17.74,96.32244467860906,0.5230445041880822,,4.0,,,,60539.0,82129.0,0.3566296106641999,80.33998521803399,0.1945691053339842,7139.0,108151.0,14.149320633141896,99.48994899489948,0.2823863904779334,,,,,
